image,formula
val_000160.png,"\delta _ { \eta } \psi _ { M } = { \bar { \nabla } } _ { M } \eta - { \bar { Z } } _ { M } \eta ,"
val_000161.png,"\Omega | 0 \rangle ^ { ( o d d ) } = - | 0 \rangle ^ { ( o d d ) } ~ ~ ,"
val_000162.png,D \left( t \right) \stackrel { t \rightarrow \infty } { { \rightarrow } } 1 / 2
val_000163.png,"\it S \ni \left( \phi ^ { K } \right) \mapsto \left( \phi _ { L } \right) = \left( \phi ^ { K } \, \epsilon _ { K L } \right) \in { \it S } ^ { * } ."
val_000164.png,"\partial _ { \rho } \partial _ { \sigma } F _ { \alpha \mu \nu } ^ { + } \, \partial _ { \mu } \partial _ { \nu } F _ { \alpha \rho \sigma } ^ { - } ."
val_000165.png,"\left[ - \nabla _ { \widehat { \mathrm { \boldmath ~ \scriptstyle { \xi } ~ } } , D } ^ { 2 } - \widehat { { \mathcal W } } ^ { ( { D } ) } ( \widehat { \mathrm { \boldmath ~ \xi ~ } } ) \right] \, \widehat { \Phi } ( \widehat { \mathrm { \boldmath ~ \xi ~ } } ) = \widehat { \eta } \, \widehat { \Phi } ( \widehat { \mathrm { \boldmath ~ \xi ~ } } ) \; ."
val_000166.png,"s ( z , \lambda , \mu ) ~ = ~ - \, { \frac { 2 ( \lambda \! + \! \mu ) } { ( 1 \! - \! \lambda ^ { 2 } ) ( 1 \! - \! \mu ^ { 2 } ) } } \, j ( z ) ~ ~ ~ ."
val_000167.png,"S _ { \mathrm { D W } } = - \int d ^ { D - 1 } x \sqrt { - \gamma } \sigma _ { D W } e ^ { - a \phi } ,"
val_000168.png,"\sum _ { m = - \infty } ^ { \infty } f _ { 4 , m } ^ { ( 8 ) } ( \phi ^ { i } \phi ^ { j } \phi ^ { k } \phi ^ { l } T ^ { i j k l } ) ,"
val_000169.png,"\Gamma ^ { ( 1 ) } \left[ F \right] = \frac 1 2 \int _ { 0 } ^ { \infty } \frac { \mathrm { d } t } { t } \mathrm { t r } \; \mathrm { e } ^ { - \frac 1 2 \left( p ^ { 2 } + F \right) t } ,"
val_000170.png,t _ { j } = \frac { \operatorname { t a n } ( \frac { \pi } { 4 } - \frac { \pi j } { 2 H } ) } { 2 \operatorname { c o s } ^ { 2 } ( \frac { \pi j } { 2 H } ) } \prod _ { i = 0 } ^ { j - 1 } \frac { \operatorname { t a n } ^ { 2 } ( \frac { \pi ( j - 1 - 2 i + w _ { r } ) } { 2 H } ) } { \operatorname { t a n } ^ { 2 } ( \frac { \pi ( i + 1 ) } { 2 H } ) } .
val_000171.png,\langle \Delta \rangle \sim { \cal O } ( \frac { F _ { \Sigma } ^ { 2 } } { M ^ { 3 } } ) .
val_000172.png,"s _ { i } = \frac { 2 } { ( \alpha _ { i } , \alpha _ { i } ) } \frac { 1 } { \beta ^ { 2 } } - 1"
val_000173.png,"\gamma ( \zeta ) = \frac { ( p ^ { 2 } ; p ^ { 2 } ) _ { \infty } } { ( p ; p ) _ { \infty } ^ { 2 } } \frac { \Theta _ { p ^ { 2 } } ( q ^ { 2 } ) \Theta _ { p ^ { 2 } } ( p \zeta ^ { 2 } ) } { \Theta _ { p ^ { 2 } } ( q ^ { 2 } \zeta ^ { 2 } ) } \frac { g ( \zeta ^ { 2 } ) } { \mathrm { s n h } ( \lambda ) } ,"
val_000174.png,\Omega ( \phi ) = L ^ { - 1 } ( \phi ) d L ( \phi ) = \omega _ { i } T _ { i } + P _ { \alpha } T _ { \alpha } .
val_000175.png,"{ \cal L } \, = \, \frac { 1 } { 2 } g ^ { 2 } \frac { 1 } { 2 ! } L _ { \mu \nu } L ^ { \mu \nu } \, + \, \frac { 1 } { 3 ! } \, g \, \theta _ { \mu \nu \rho } F ^ { \mu \nu \rho } ( L ) \; ,"
val_000176.png,"\partial _ { \rho } \dot { Z } ^ { 1 } = \partial _ { \sigma } \dot { Z } ^ { 2 } ,"
val_000177.png,"\Theta \, \equiv \, L ^ { - 1 } ( X ) \, d L ( X )"
val_000178.png,"\int _ { 0 } ^ { \pi / 2 } d \sigma \operatorname { c o s } ( 2 n - 1 ) \sigma \operatorname { c o s } ( 2 m - 1 ) \sigma = \frac { \pi } { 4 } \delta _ { n , m } ,"
val_000179.png,"\Delta _ { R } ^ { 0 } ( \omega , p ) = \frac { i } { ( \omega + i \epsilon ) ^ { 2 } - p ^ { 2 } - \mu _ { 0 } ^ { 2 } } ."
val_000180.png,\Delta _ { y } ( e ^ { \frac { p + 1 } { 2 } \Omega ( y ) } ) = \frac { ( p + 1 ) ( p - 7 ) } { 4 ( 3 - p ) }
val_000181.png,\delta _ { X } x _ { m } = - \frac 1 2 \epsilon _ { X } ( u \sigma _ { m } \bar { u } ) .
val_000182.png,"3 \left[ \frac { a ^ { 2 } - 1 } { a ^ { 2 } } \right] = \left[ \frac { 1 } { 2 } { \phi ^ { \prime } } ^ { 2 } - V ( \phi ) \right] ,"
val_000183.png,\alpha _ { s + n } ^ { m } \alpha _ { s } ^ { n } - \alpha _ { s } ^ { m } \alpha _ { s + m } ^ { n } = 0
val_000184.png,"r = \frac { \sqrt { Q _ { 3 } } } { l } \operatorname { s i n } \left( \frac { l } { \sqrt { Q _ { 3 } } } u \right) ,"
val_000185.png,"{ \frac { \delta { S } } { \delta \varphi ^ { i } } } { R } _ { \alpha } ^ { i } = 0 ,"
val_000186.png,"{ \cal A } = { \cal A } _ { \tiny \mathrm { C F T + C B C } } + \Lambda \int d ^ { 2 } x \Phi + \l \int d t \phi _ { B } ,"
val_000187.png,\sigma ^ { p } \wedge ^ { K } \sigma ^ { q } = A ^ { K } ( W ^ { K } ( \sigma ^ { p } ) \wedge W ^ { K } ( \sigma ^ { q } ) ) .
val_000188.png,S _ { D } = \int d \tau d \sigma ( { \cal L } _ { D } + \Gamma )
val_000189.png,( \delta _ { c a } \delta _ { b d } - \delta _ { c d } \delta _ { b a } ) = C _ { e c b } C _ { a d } ^ { e } - C _ { e [ c b } C _ { a ] d } ^ { e } .
val_000190.png,"{ \cal L } = \frac 1 2 g _ { a b } \frac { d x ^ { a } } { d \tau } \frac { d x ^ { b } } { d \tau } ,"
val_000191.png,"J _ { R } = J _ { R 1 } + J _ { R 2 } + J _ { { \cal N } / U ( 1 ) } ~ ,"
val_000192.png,"\phi = \frac { 1 } { 2 } \phi _ { o } [ 1 - t a n h ( \frac { \rho - R } { d x } ) ] ,"
val_000193.png,\Lambda _ { c } = \frac { l _ { p } ^ { - 2 } } { N _ { w } 8 e \pi } = \tilde { c } \frac { 1 } { N _ { w } l _ { p } ^ { 2 } }
val_000194.png,"\Omega \equiv D ( R , u _ { E } ) = \left( \begin{array} { l l } { 1 } & { 0 } \\ { 0 } & { R } \\ \end{array} \right) ."
val_000195.png,\mathrm { M - t h e o r y } \quad : \qquad S ^ { 3 } \to 0 \to S ^ { 3 } / \sigma ~ .
val_000196.png,D _ { t } \phi _ { j } = \partial _ { t } \phi _ { j } + i A \phi _ { j }
val_000197.png,"\left[ \hat { b } _ { n } , \hat { b } _ { m } ^ { \dag } \right] = \delta _ { n m } \, \, \, ; \left[ \hat { b } _ { n } , \hat { b } _ { m } \right] = 0 ."
val_000198.png,"\lbrack X , Y ] = - i \ell _ { B } ^ { 2 } ."
val_000199.png,"\Phi \left( g _ { 1 } , g _ { 2 } \right) = \Phi \left( g _ { 2 } , g _ { 1 } \right)"
val_000200.png,X = d \alpha + \delta \frac { 1 } { \Delta } M
val_000201.png,c h _ { M \beta } = \sum _ { K } c _ { \xi M } ^ { K } h _ { K \beta }
val_000202.png,\gamma _ { \varphi } = - \frac { N } { 8 \pi } g ^ { 2 } < 0 .
val_000203.png,"\phi _ { 2 } ( \omega , \vec { k } , r ) \approx r ^ { - \Delta _ { + } } C ( \omega , \vec { x }"
val_000204.png,"\{ P _ { 1 } , P _ { 2 } \} = 4 \pi \kappa \mu N"
val_000205.png,Z ~ = ~ \int { \cal D } g { \cal D } \phi e ^ { - S _ { \beta } }
val_000206.png,\omega _ { b e f o r e } \rightarrow \omega _ { a f t e r } = \sum _ { i } \lambda _ { i } \omega _ { a f t e r } ^ { i }
val_000207.png,"A ( x , y ) \; = \; \sum _ { j = g } ^ { \infty } A ^ { [ j ] } ( x , y )"
val_000208.png,"\epsilon _ { 0 } = \operatorname { c o s } \pi a _ { 0 } \quad \epsilon _ { 1 } = \operatorname { c o s } \pi a _ { 1 } \, ."
val_000209.png,"\sum _ { n } f ( n ) = \sum _ { p } \int _ { - \infty } ^ { \infty } d x f ( x ) e ^ { - 2 \pi i p x } ,"
val_000210.png,"\Psi _ { e } ( x ) = \frac { 1 } { \sqrt { S ^ { \prime } ( x ) } } U ( S ( x ) ) \, ."
val_000211.png,"\lbrack \frac k 2 Q _ { v } ( n ) , \frac k 2 Q _ { v } ( m ) ] = - \frac k 2 Q _ { v } ( [ n , m ] ) + { \frac k { 4 \pi } }"
val_000212.png,R _ { a b c d } = { \cal K } \left( g _ { a c } g _ { b d } - g _ { a d } g _ { b c } \right)
val_000213.png,"O ( \psi _ { a } , \psi _ { b } ) = ( L _ { - 1 } ^ { a } + L _ { 0 } ^ { a } ) \psi _ { a } * \psi _ { b } \, ."
val_000214.png,x ^ { i } ( f g ) = ( x ^ { i } f ) g = ( \tilde { \zeta } _ { j } ^ { i } f ) x ^ { j } g
val_000215.png,"\xi _ { B } ^ { \prime } = \left( \frac { \sqrt 3 \, c ^ { 3 } } { 1 2 8 \hbar G r _ { 0 } } \right) ^ { 1 / 2 } \xi _ { B } ,"
val_000216.png,"d s ^ { 2 } = - N ^ { 2 } d t ^ { 2 } + g _ { y y } d y ^ { 2 } + r ^ { 2 } \left( y \right) d \Omega ^ { 2 } ,"
val_000217.png,\psi ( 1 + z ) = - \gamma + z \sum _ { n = 1 } ^ { \infty } \frac { 1 } { n ( z + n ) }
val_000218.png,"U _ { ( x _ { 1 } , x _ { 2 } ) } \ \rightarrow \, G a m m a _ { 1 } ^ { x _ { 1 } } \Gamma _ { 2 } ^ { x _ { 2 } } U ( \Gamma _ { 2 } ^ { \dag } ) ^ { x _ { 2 } } ( \Gamma _ { 1 } ^ { \dag } ) ^ { x _ { 1 } } ,"
val_000219.png,"[ P _ { l } , J ] = - i \epsilon _ { l n } P _ { n } ,"
val_000220.png,"\left\{ Q _ { \alpha A } , Q _ { \beta B } \right\} = P _ { \mu } \left( C \gamma ^ { \mu } \right) _ { \alpha \beta } \Omega _ { A B } + C _ { \alpha \beta } \, \, Z _ { A B }"
val_000221.png,"H ^ { 2 } + { \frac { k } { a ^ { 2 } } } = { \frac { 2 \kappa _ { 5 } ^ { ~ 2 } } { 9 } } \left( \rho _ { \phi } + \Delta \rho _ { \phi } \right) + { \frac { 1 } { 3 } } E _ { ~ 0 } ^ { 0 } \, ."
val_000222.png,"1 = \alpha _ { 1 } ^ { 2 } = \alpha _ { 2 } ^ { 2 } = \alpha _ { 3 } ^ { 2 } \, ."
val_000223.png,"( x | y ) = g _ { \mu \nu } \xi ^ { \mu } \zeta ^ { \nu } = ( \xi | \zeta ) ,"
val_000224.png,"\sigma ( \omega , \omega ^ { \prime } ) = \rho ( \omega ) - \rho ( \omega ^ { \prime } ) ."
val_000225.png,\delta N = { \frac { u } { 2 } } \; \ell _ { r } \; \mathrm { s i n } ^ { 2 } \theta _ { r } \; ( \partial _ { + } ^ { 3 } \xi ^ { + } + \partial _ { - } ^ { 3 } \xi ^ { - } ) \ .
val_000226.png,- \frac { 1 } { r ^ { 3 } } \frac { d } { d r } \left( r ^ { 3 } \frac { d h } { d r } \right) + ( \rho \mu ) ^ { 2 } h = 0 .
val_000227.png,"( x , x ) = \sum _ { \alpha > 0 } \left[ ( x _ { s } ^ { \alpha } ) ^ { 2 } + ( x _ { c } ^ { \alpha } ) ^ { 2 } \right] + ( x _ { H } , x _ { H } ) \ ,"
val_000228.png,m _ { R } = \frac { 1 } { 2 } l + \frac { 1 } { 4 } \left( d - 2 \right) + n _ { r } .
val_000229.png,"a ^ { \mu } = \frac { 1 } { 4 } \, a _ { ( \psi ) } ^ { \mu } - \frac { 1 } { 6 } a _ { ( \phi ) } ^ { \mu } \, ,"
val_000230.png,"\mathrm { T r } ( \gamma _ { \theta , 7 _ { 3 } } \gamma _ { W , 7 _ { 3 } } ^ { p } ) = 0"
val_000231.png,"d _ { 2 r - 1 } B _ { 2 r } ^ { 0 } = \mu ( A , F ) , \; d _ { 2 r - 1 } \mu ( A , F ) = 0 ."
val_000232.png,"W [ z + ( m + i n ) L ] = W ( z ) , \qquad \forall t ,"
val_000233.png,{ \cal D } ^ { 2 } \equiv { \cal R } ^ { a b } J _ { a b } + { \cal R } ^ { a } P _ { a }
val_000234.png,"| \vec { k } > = a ^ { \dagger } ( \vec { k } \, ) \, | 0 > \ \ \ , \ \ \ < 0 | 0 > = 1 \ ."
val_000235.png,"V ( S , \phi ) = \frac { 1 } { 2 } \left( Y _ { a } Y _ { a } + F ^ { \dagger } F \right)"
val_000236.png,"\operatorname { s i n h } \psi = \frac { 2 \, d } 3 \sqrt { 2 | \lambda | } \, \kappa ."
val_000237.png,"P _ { 0 } = \frac \kappa 2 \, \left( 1 - e ^ { - 2 p _ { 0 } / \kappa } + \frac { \vec { p } \, { } ^ { 2 } } { \kappa ^ { 2 } } \right) ."
val_000238.png,D [ A ] = \gamma _ { \mu } ( i \partial _ { \mu } + e A _ { \mu } ) + i m .
val_000239.png,"M = g _ { 0 } \mu _ { \mathrm { B } } s = - \frac { e ^ { 2 } } { 8 \pi | m | } B ,"
val_000240.png,"A ^ { i _ { 1 } \ldots i _ { n } } A ^ { j _ { 1 } \ldots j _ { n } } \bar { B } _ { k _ { 1 } \ldots l _ { m } } \bar { B } _ { l _ { 1 } \ldots l _ { m } } D _ { i _ { 1 } j _ { 1 } , \ldots , i _ { n } j _ { n } } ^ { k _ { 1 } l _ { 1 } , \ldots , k _ { m } l _ { m } }"
val_000241.png,( A - A ^ { \prime } ) _ { \mu } T = 0 \Rightarrow A _ { \mu } = A _ { \mu } ^ { \prime }
val_000242.png,"T ( z ) = \sum _ { n } { \frac { L _ { n } } { z ^ { n + 2 } } } \ ,"
val_000243.png,"V = \frac { 1 } { 1 2 8 \pi ^ { 6 } R ^ { 4 } } T r \Bigl ( V ( r _ { F } ) - V ( r _ { B } ) \Bigr ) ,"
val_000244.png,"\Gamma _ { \lambda \nu } ^ { \hspace { . 3 t r u e c m } \alpha } = \{ _ { \lambda \nu } ^ { \alpha } \} + S ^ { \alpha } g _ { \lambda \nu } - S _ { \lambda } \delta _ { \nu } ^ { \alpha } ,"
val_000245.png,r ^ { 2 } = \rho ^ { 2 } - \frac { Q ^ { 2 } \rho } { G M } = { \tilde { \rho } } ^ { 2 } + \frac { { \tilde { Q } } ^ { 2 } { \tilde { \rho } } } { G M }
val_000246.png,"W = - { \frac { 1 } { 2 } } \int \int \hat { \rho } ( x ) \hat { \rho } ( y ) \operatorname { l o g } \vert x - y \vert \, d x d y"
val_000247.png,"^ { ( k ) } \nabla A ^ { \mu } \: = \: ( \partial _ { \nu } A ^ { \mu } \: + \: \Gamma _ { \omega \nu } ^ { \mu } A ^ { \omega } ) d x ^ { \nu } \: ,"
val_000248.png,"\phi _ { p } = \sum _ { A , B = S C , S S , M , N } \phi _ { A / B } ."
val_000249.png,| \frac { 1 } { c ^ { 2 } } \frac { \partial ^ { 2 } } { \partial t ^ { 2 } } \phi ( x ) | \ll \frac { 2 } { \lambda c } | \frac { \partial } { \partial t } \phi ( x ) | \; .
val_000250.png,S _ { { W - Z } } \equiv - ( c \alpha ^ { \prime } ) ^ { - { 1 } } \int d \tau d \sigma \epsilon ^ { \mu \nu } i \omega _ { \mu } ^ { { m } } \left( \partial _ { \nu } \theta \sigma _ { { m } } \theta \right)
val_000251.png,"< \mathrm { T r } \varphi ^ { n } \mathrm { T r } \varphi ^ { m } > _ { c } = { a } ^ { n + m } \alpha _ { n , m }"
val_000252.png,{ \Gamma ^ { \prime } } ^ { ( 2 ) } = \Gamma ^ { ( 2 ) } + \delta \Gamma ^ { ( 1 ) } .
val_000253.png,"< y _ { m a } > = \delta _ { m a } , \qquad < { \cal Z } ^ { M } > = ( 1 , i , 0 , . . . , 0 )"
val_000254.png,\rho _ { c _ { 1 } } ^ { | 1 | \mathrm { t } } \stackrel { 1 } { \Pi } \lambda _ { \alpha _ { 0 } } ^ { | 0 | } d A _ { 0 } ^ { \alpha _ { 0 } } ( x ) : = \mathcal { M } _ { c _ { 1 } \alpha _ { 0 } } ^ { | 0 | } d A _ { 0 } ^ { \alpha _ { 0 } } ( x ) = 0
val_000255.png,"A ( \xi ) = { \frac { u _ { 2 } ( \xi ) } { W ( u _ { 1 } , u _ { 2 } ; \xi ) } } ,"
val_000256.png,"S _ { t } ( x ) = - D _ { t } G _ { t } ( x ) = \gamma _ { \mu } S _ { t } ^ { ( \mu ) } ( x ) ,"
val_000257.png,"\{ Q _ { i } + \delta Q _ { i } , P _ { j } + \delta P _ { j } \} = \delta _ { i j } ,"
val_000258.png,"- ( X ^ { 0 } ) ^ { 2 } + ( X ^ { 1 } ) ^ { 2 } + \ldots + ( X ^ { D - 2 } ) ^ { 2 } = - \tau ^ { 2 } \, ,"
val_000259.png,"{ \frac { 1 } { i } } K ^ { - 1 } d K = { \cal E } ^ { \underline { a } } P _ { \underline { a } } + { \cal E } ^ { \underline { \alpha } } \underline { Q } _ { \underline { \alpha } } ,"
val_000260.png,"d s _ { ( \epsilon ) } ^ { 2 } = - d t ^ { 2 } + \epsilon d u ^ { 2 } + d x ^ { 2 } + d y ^ { 2 } ,"
val_000261.png,"\int ( 1 - \rho ( | \xi | ) ) a _ { \alpha - k } ( x , \xi ) \operatorname { e x p } ( i ( x - y , \xi ) ) d \xi"
val_000262.png,c ( \epsilon ^ { * } ) = { \frac { 2 k } { k + 2 } } ~ + ~ { \frac { 1 2 } { k } } ~ + ~ { \cal O } ( 1 / k ^ { 2 } ) .
val_000263.png,"[ J _ { m n } , J _ { p q } ] = i ( \delta _ { q [ m } J _ { n ] p } - \delta _ { p [ m } J _ { n ] q } )"
val_000264.png,"\mathrm { a t } \; \; p ^ { 2 } = - \omega ^ { 2 } \qquad { \cal D } ( - \omega ^ { 2 } ) = \frac { i } { \mu ^ { 2 } } \, ."
val_000265.png,\left. \frac { \Delta } { ( 2 \sigma ) ^ { 2 } } \right| _ { R } ^ { M } = \frac { 1 } { 2 } \nabla _ { a } \sigma ^ { a } \frac { \Delta \operatorname { l n } ( 2 M ^ { 2 } \sigma ) } { ( 2 \sigma ) ^ { 2 } } .
val_000266.png,"\Sigma _ { \, \, j } ^ { i } \equiv \frac { \sqrt { 2 } } { 2 } T r \left( U ^ { i } \overline { U } _ { j } + \overline { V } ^ { i } V _ { j } \right) - \mathrm { f l a v o r \ t r a c e }"
val_000267.png,"\mu \, v = \mu \frac { \sqrt { r ^ { 4 } - a ^ { 4 } } } { 2 r } \simeq _ { r \to a } \mu \, \frac { \sqrt { r ^ { 2 } - a ^ { 2 } } } { \sqrt { 2 } } = 2 \, \sqrt { \xi }"
val_000268.png,"C _ { A B C D } = 0 , \qquad \nabla _ { A B ^ { \prime } } \, F _ { C D } = 0 \ ."
val_000269.png,"\Psi \, = \, \frac { e ^ { - i m t } } { \sqrt { 2 m } } \left( \begin{array} { c } { \psi } \\ { \chi } \\ \end{array} \right) ."
val_000270.png,"\delta S \ = \, f r a c i 4 \int d \tau \, ( \partial _ { \tau } \hat { \Lambda } ^ { \hat { m } \hat { n } } ) \bar { \cal Z } ^ { I } \hat { \gamma } _ { \hat { m } \hat { n } } { \cal Z } ^ { I } \, ."
val_000271.png,m _ { \pi ^ { + } } = 3 \cdot ( \frac { 1 0 } { 3 } m + 9 0 m ) = 2 8 0 m = 1 4 0 M e v
val_000272.png,"\tilde { S } _ { a \bar { a } } = \{ S _ { a \bar { a } } \} / \mathrm { a d } ( G _ { L } \times G _ { R } ) ,"
val_000273.png,"( \partial _ { x } + g H _ { z } ( x ) + \lambda ) \Phi _ { 4 , 3 } - ( m - i k _ { y } ) \Phi _ { 1 , 2 } ~ = ~ 0"
val_000274.png,"D _ { \mu } V ^ { a } = \partial _ { \mu } V ^ { a } - \omega _ { \mu b } ^ { a } V ^ { b } ,"
val_000275.png,B \equiv { \frac { S _ { \mathrm { v N } } } { x } } \equiv { \frac { S _ { \mathrm { v N } } } { 2 \pi R E } } \approx { \frac { y } { x } } \left( \operatorname { l n } { \frac { 1 } { y } } + 1 \right)
val_000276.png,"a _ { 1 } = \frac { q + r } { q ( r + 2 q ) } , ~ ~ ~ ~ ~ a _ { 2 } = \frac { 1 } { r + 2 q } ,"
val_000277.png,\omega _ { y } = i ( b + c - 1 / 2 ) \operatorname { l n } ( \overline { { g } } ^ { \prime } / g ^ { \prime } ) ~ ~ .
val_000278.png,"e ^ { A _ { \mu } ( x , n + 1 ) / \surd \beta } = e ^ { - F _ { \mu } ( x , n ) } e ^ { A _ { \mu } ( x , n ) / \surd \beta } \, ,"
val_000279.png,"\partial _ { 5 } \xi ^ { i } = - \frac { \sigma ^ { \prime } } { 2 } H _ { j } ^ { i } \gamma _ { 5 } \xi ^ { j } - \frac { i \sigma ^ { \prime } } { 2 } K _ { j } ^ { i } \xi ^ { j } ,"
val_000280.png,\psi ( \vec { v } ) = B _ { l } ( v _ { 1 } ) \ldots B _ { l } ( v _ { n } ) \; | 0 \rangle
val_000281.png,\delta B _ { \hat { 0 } \alpha } ^ { g } = { \bar { e } } _ { \alpha } ^ { \; \; i } \sqrt { a } \delta B _ { i } ^ { v } .
val_000282.png,"\theta ^ { i } \ \longrightarrow \ \theta ^ { i } + \epsilon \xi ^ { i } \ ,"
val_000283.png,"m _ { | n _ { 1 } , n _ { 2 } , \dots , n _ { k } \rangle } = \sum _ { j = 1 } ^ { k } M \operatorname { s i n } u _ { 2 n _ { j } } = \sum _ { j = 1 } ^ { k } e _ { n _ { j } } ."
val_000284.png,"\delta \phi _ { \mu \nu } = - \frac { 1 } { 2 } \overline { { \epsilon } } \Gamma _ { \mu \nu } \theta ,"
val_000285.png,"\varphi ( z ) = - \frac { 4 } { 3 } \sqrt { \frac { 2 } { 3 } } \left( 1 - i \right) \left( 1 + \frac { 1 } { z - 1 } \right) ,"
val_000286.png,"\Gamma = { \frac { i } { 2 } } \mathrm { T r } \, \operatorname { l o g } \widehat { \cal H } - \frac { i } { 4 } \mathrm { T r } \, \operatorname { l o g } \widehat { \Omega } ^ { 2 }"
val_000287.png,"X ^ { r } { } _ { 0 } ^ { s } = ( \delta ^ { r s } + X ^ { r s } ) \frac { w } { \sqrt { 2 } } \, ."
val_000288.png,"\tilde { R } ( t ) + \int d t ^ { \prime } \ K ( t , t ^ { \prime } ) S ( t ^ { \prime } ) = 0 ,"
val_000289.png,"\Phi _ { C } = \operatorname { e x p } i e \oint _ { C } A _ { \mu } ( x ) \, d x ^ { \mu } ."
val_000290.png,\nabla K ^ { x } \equiv d K ^ { x } + \epsilon ^ { x y z } \omega ^ { y } \wedge K ^ { z } = 0 .
val_000291.png,"\sqrt { G } \omega _ { i } ^ { a } e ^ { a k } = e ^ { a } \epsilon ^ { j k } \partial _ { i } e _ { j } ^ { a } ,"
val_000292.png,\Gamma =
val_000293.png,"\mu _ { 0 } \approx \pi \eta ^ { 2 } \operatorname { l n } \left( \frac { \Lambda } { m _ { V } ^ { } } \right) ,"
val_000294.png,\sigma _ { i } = m K _ { i } ^ { n } v _ { n c } \sigma ^ { c } .
val_000295.png,"\tilde { \phi } , \: \tilde { \psi } , \: \tilde { H }"
val_000296.png,"( g ^ { \prime } ( 0 ) , h ^ { \prime } ( 0 ) ) = - T r ( g _ { o } ^ { - 1 } g ^ { \prime } ( 0 ) g _ { o } ^ { - 1 } h ^ { \prime } ( 0 ) )"
val_000297.png,\frac { \partial S } { \partial z _ { m } } = \operatorname* { l i m } _ { \epsilon \rightarrow 0 } \int _ { X _ { \epsilon } } d \mu \frac { \partial F } { \partial z _ { m } }
val_000298.png,"{ \cal C } = \frac { d \, P _ { 0 } } { d \, | \vec { P } | } = \frac { 1 } { 1 - | \vec { P } | / \kappa }"
val_000299.png,e \delta A _ { \mu } ~ = ~ \partial _ { \mu } \alpha
val_000300.png,"\fbox { \tilde { \varphi } ( z , \bar { z } , u ) = \varphi _ { 0 } ( z , \bar { z } ) + u \theta ( z , \bar { z } ) \, . }"
val_000301.png,"[ \bar { A } ] = \cup _ { \chi } [ ^ { \chi } \bar { A } ] \subset [ A ] \ ,"
val_000302.png,{ \cal I _ { C } } ( M ) = \omega _ { \cal C } ( L ) x ^ { - | L | } y ^ { - \sigma ( L ) }
val_000303.png,"F _ { m n } \equiv \partial _ { \lbrack m } A _ { n ] } + [ A _ { m } , A _ { n } ] = [ \hat { D } _ { m } , \hat { D }"
val_000304.png,"\rho _ { A } ( a , a ^ { \prime } ) = \sum _ { b } \psi ( a , b ) \psi ^ { * } ( a ^ { \prime } , b ) ."
val_000305.png,"{ \cal C } _ { j } | \Phi _ { w } \rangle = w _ { j } | \Phi _ { w } \rangle , \quad j = 0 , 1 , \ldots , n - 1 ."
val_000306.png,( \frac { \ddot { a } } { a } ) = - \frac { 8 \pi G } { 3 } [ \frac { 1 } { 2 } \rho _ { M } + 2 p _ { \Phi } + V ( R ) ]
val_000307.png,"f _ { C } = m _ { 4 } z + m _ { 2 } x + m _ { 1 } y ,"
val_000308.png,"\operatorname* { d e t } \frac { \partial ^ { 2 } L _ { \mathrm { Q } } } { \partial V _ { a } \partial V _ { b } } \neq 0 ,"
val_000309.png,"( \psi , \phi ) _ { \cal C } \equiv \frac { 1 - i \vert i } { 2 } \, < \psi , \phi >"
val_000310.png,"\left( v _ { I } ^ { i } - v _ { J } ^ { i } \right) { \frac { \partial } { \partial r _ { I } ^ { i } } } \Theta _ { I J } = { \frac { d } { d t } } \Theta _ { I J } \ \ ,"
val_000311.png,m _ { 0 } \equiv \sigma _ { \mathrm { m i n } } = - \frac { \pi } { \lambda } \; .
val_000312.png,"\xi _ { 0 } = \frac { \tau _ { \pm } ^ { 2 } } { { 2 } | \mu | } , ~ ~ ~ \xi _ { 1 } = \frac { \tau _ { \pm } } { \sqrt { 2 } | \mu | } , ~ ~ ~ \xi _ { 2 } = \frac { \pm i \tau _ { \pm } } { \sqrt { 2 } | \mu | } ."
val_000313.png,"H = \int d x \, ( | \psi ^ { \prime } | ^ { 2 } + \kappa | \psi | ^ { 4 } ) ."
val_000314.png,"J _ { G } [ u ] \int { \cal D } a ( t ) ~ \delta \left( a ^ { \prime } - u ( a , t ) \right) = 1 ,"
val_000315.png,{ \cal R } _ { a b c d } = \frac 1 2 ( G _ { a d } G _ { b c } - G _ { a c } G _ { b d } ) { \cal R } + G _ { a c } { \cal R }
val_000316.png,"p _ { i } ^ { \alpha } = p _ { j } ^ { \beta } \frac { \d x _ { \beta } ^ { j } } { \d x _ { \alpha } ^ { i } } + \phi _ { i } ^ { \alpha \beta } \, ."
val_000317.png,"\beta _ { \hat { \lambda } } = - \hat { \lambda } + \frac { 1 } { 8 \pi ^ { 2 } } \hat { \lambda } \nu - \frac { 2 5 } { 1 2 \pi ^ { 2 } } \, e ^ { 4 } \hat { \lambda } ,"
val_000318.png,T _ { \pm \pm } = { \frac { 1 } { 1 2 } } \left( \partial _ { \pm } ^ { 2 } \rho - \partial _ { \pm } \rho \partial _ { \pm } \rho + t _ { \pm } \left( x ^ { \pm } \right) \right) \; .
val_000319.png,A _ { 0 } = { \frac { - { \frac { F ^ { 2 } } { 4 } } } { 1 - { \frac { F ^ { 2 } } { 4 } } } }
val_000320.png,\langle x _ { 0 } | = \langle \bar { x } + \sum _ { e > 0 } x _ { e } w _ { e } | = \langle \bar { x }
